Planet Name,Planet Host,Num Planets,Orbital Period Days,Equilibrium Temperature,Distance,Mass
Kepler-494 b,Kepler-494,1,8.02511821,,750.177,
Kepler-495 b,Kepler-495,1,3.41303622,,658.924,
Kepler-496 b,Kepler-496,1,8.30864937,,605.274,
Kepler-497 b,Kepler-497,1,3.57320367,,1291.98,
Kepler-498 b,Kepler-498,1,9.61375356,,938.844,
Kepler-499 b,Kepler-499,1,5.63252845,,556.726,
Kepler-50 b,Kepler-50,2,7.81254,,250.11,
Kepler-50 c,Kepler-50,2,9.37647,,250.11,
Kepler-500 b,Kepler-500,1,8.5083244,,807.48,
Kepler-501 b,Kepler-501,1,5.64067757,,1125.24,
Kepler-502 b,Kepler-502,1,4.28686431,,1591.04,
Kepler-504 b,Kepler-504,1,9.54927542,,99.0688,
Kepler-505 b,Kepler-505,1,27.52197994,,283.41,
Kepler-506 b,Kepler-506,1,6.8834055,,228.439,
Kepler-507 b,Kepler-507,1,3.56809693,,391.644,
Kepler-508 b,Kepler-508,1,25.30889748,,324.618,
Kepler-509 b,Kepler-509,1,41.74600392,,332.443,
Kepler-510 b,Kepler-510,1,19.55659418,,386.177,
Kepler-511 b,Kepler-511,1,296.637865,,651.999,
Kepler-512 b,Kepler-512,1,34.43587975,,467.375,
Kepler-513 b,Kepler-513,1,28.86235584,,468.258,
Kepler-514 b,Kepler-514,1,5.65179605,,455.336,
Kepler-515 b,Kepler-515,1,19.96371318,,,
Kepler-516 b,Kepler-516,1,24.85462415,,687.094,
Kepler-517 b,Kepler-517,1,60.92832271,,289.907,
Kepler-518 b,Kepler-518,1,8.51203588,,337.901,
Kepler-519 b,Kepler-519,1,24.3078946,,246.61,
Kepler-52 d,Kepler-52,3,36.445171,,321.542,
Kepler-520 b,Kepler-520,2,19.67416124,,623.901,
Kepler-520 c,Kepler-520,2,5.21104261,,623.901,
Kepler-521 b,Kepler-521,1,22.20813214,,830.638,
Kepler-522 b,Kepler-522,1,38.58422849,,639.239,
Kepler-523 b,Kepler-523,1,5.83598311,,253.295,
Kepler-524 b,Kepler-524,2,7.97419807,,1058.24,
Kepler-524 c,Kepler-524,2,1.88897906,,1058.24,
Kepler-525 b,Kepler-525,1,18.68404933,,992.852,
Kepler-526 b,Kepler-526,1,5.45849832,,666.146,
Kepler-527 b,Kepler-527,1,13.28535633,,750.04,
Kepler-528 b,Kepler-528,1,19.78297415,,784.23,
Kepler-529 b,Kepler-529,2,1.98035766,,799.008,
Kepler-529 c,Kepler-529,2,12.8345022,,799.008,
Kepler-53 d,Kepler-53,3,9.751962,,1366.07,
Kepler-530 b,Kepler-530,1,39.30941904,,457.709,
Kepler-531 b,Kepler-531,1,29.88485741,,252.762,
Kepler-532 b,Kepler-532,1,12.92491623,,312.798,
Kepler-533 b,Kepler-533,1,28.51120525,,302.955,
Kepler-534 b,Kepler-534,1,15.95994513,,570.659,
Kepler-535 b,Kepler-535,1,4.90332155,,685.599,
Kepler-536 b,Kepler-536,1,1.8270823,,462.322,
Kepler-537 b,Kepler-537,1,3.24755522,,439.4,
Kepler-54 b,Kepler-54,3,8.0109434,,271.701,
Kepler-54 c,Kepler-54,3,12.0717249,,271.701,
Kepler-54 d,Kepler-54,3,20.995694,,271.701,
Kepler-540 b,Kepler-540,1,172.7049784,,390.374,
Kepler-541 b,Kepler-541,1,5.08005848,,1060.68,
Kepler-542 b,Kepler-542,1,13.14497566,,436.016,
Kepler-543 b,Kepler-543,1,13.89961966,,221.802,
Kepler-544 b,Kepler-544,1,21.41616926,,963.18,
Kepler-545 b,Kepler-545,1,13.24934059,,818.001,
Kepler-546 b,Kepler-546,1,4.14702026,,1019.65,
Kepler-547 b,Kepler-547,1,6.01038429,,378.972,
Kepler-548 b,Kepler-548,1,4.45419434,,751.776,
Kepler-549 b,Kepler-549,2,42.9495649,,635.145,
Kepler-549 c,Kepler-549,2,117.040498,,635.145,
Kepler-55 b,Kepler-55,5,27.9481449,,578.796,
Kepler-55 c,Kepler-55,5,42.1516418,,578.796,
Kepler-55 d,Kepler-55,5,2.211099,,578.796,
Kepler-55 e,Kepler-55,5,4.617534,,578.796,
Kepler-55 f,Kepler-55,5,10.198545,,578.796,
Kepler-550 b,Kepler-550,1,8.60010411,,531.944,
Kepler-551 b,Kepler-551,1,12.3764661,,311.175,
Kepler-552 b,Kepler-552,1,5.26341577,,843.689,
Kepler-553 b,Kepler-553,2,4.03046804,,728.525,
Kepler-553 c,Kepler-553,2,328.2399546,,728.525,
Kepler-554 b,Kepler-554,1,1.90220856,,690.525,
Kepler-555 b,Kepler-555,1,16.21775407,,973.121,
Kepler-556 b,Kepler-556,1,11.72292176,,674.598,
Kepler-557 b,Kepler-557,1,3.70598955,,2097.12,
Kepler-558 b,Kepler-558,1,29.00790538,,661.876,
Kepler-559 b,Kepler-559,1,17.58752333,,776.708,
Kepler-560 b,Kepler-560,1,18.47764449,,109.308,
Kepler-561 b,Kepler-561,2,58.3620495,,621.378,
Kepler-561 c,Kepler-561,2,5.35016198,,621.378,
Kepler-562 b,Kepler-562,1,18.00931444,,992.769,
Kepler-563 b,Kepler-563,1,22.18432708,,565.207,
Kepler-564 b,Kepler-564,1,3.75083228,,863.037,
Kepler-565 b,Kepler-565,1,4.24374723,,,
Kepler-566 b,Kepler-566,1,18.42794624,,564.277,
Kepler-567 b,Kepler-567,1,16.54297375,,558.81,
Kepler-568 b,Kepler-568,1,11.02347475,,130.645,
Kepler-569 b,Kepler-569,1,34.18890521,,638.301,
Kepler-570 b,Kepler-570,1,4.301662,,568.148,
Kepler-571 b,Kepler-571,1,4.79859939,,723.875,
Kepler-572 b,Kepler-572,1,17.20523483,,504.667,
Kepler-573 b,Kepler-573,1,22.18329658,,771.471,
Kepler-574 b,Kepler-574,1,7.65880414,,682.896,
Kepler-575 b,Kepler-575,1,9.37891944,,853.977,
Kepler-576 b,Kepler-576,1,29.91136794,,617.55,
Kepler-577 b,Kepler-577,1,25.69578251,,524.247,
Kepler-578 b,Kepler-578,1,1.6168837,,541.432,
Kepler-579 b,Kepler-579,1,9.66857723,,530.765,
Kepler-58 d,Kepler-58,3,40.101371,,969.252,
Kepler-580 b,Kepler-580,1,8.22241966,,323.899,
Kepler-581 b,Kepler-581,1,40.6069821,,703.758,
Kepler-582 b,Kepler-582,1,18.49235668,,613.179,
Kepler-583 b,Kepler-583,1,6.5100253,,867.271,
Kepler-584 b,Kepler-584,1,35.1810304,,1848.84,
Kepler-585 b,Kepler-585,1,2.75235975,,585.187,
Kepler-586 b,Kepler-586,1,2.10472218,,693.766,
Kepler-587 b,Kepler-587,1,10.94027841,,787.894,
Kepler-588 b,Kepler-588,1,4.22162536,,1209.4,
Kepler-589 b,Kepler-589,1,16.54964934,,612.803,
Kepler-59 b,Kepler-59,2,11.8681707,,1163.22,
Kepler-59 c,Kepler-59,2,17.9801235,,1163.22,
Kepler-590 b,Kepler-590,1,5.85296257,,1421.81,
Kepler-591 b,Kepler-591,1,81.1694299,,785.137,
Kepler-592 b,Kepler-592,1,2.82019241,,1153.13,
Kepler-593 b,Kepler-593,1,21.21708973,,973.76,
Kepler-594 b,Kepler-594,1,13.64618192,,769.2,
Kepler-596 b,Kepler-596,1,21.30022655,,1023.85,
Kepler-597 b,Kepler-597,1,13.02365861,,663.418,
Kepler-598 b,Kepler-598,2,3.70175428,,681.086,
Kepler-598 c,Kepler-598,2,86.4945,,681.086,
Kepler-599 b,Kepler-599,1,15.65562652,,558.517,
Kepler-600 b,Kepler-600,1,23.67517607,,619.723,
Kepler-601 b,Kepler-601,1,5.37886844,,414.825,
Kepler-602 b,Kepler-602,1,15.28469497,,1159.31,
Kepler-603 b,Kepler-603,3,21.05358596,,1539.63,
Kepler-603 c,Kepler-603,3,127.9075774,,1539.63,
Kepler-603 d,Kepler-603,3,6.2171292,,1539.63,
Kepler-604 b,Kepler-604,1,25.85501786,,1026.49,
Kepler-605 b,Kepler-605,2,3.38353807,,556.58,
Kepler-605 c,Kepler-605,2,2.35895152,,556.58,
Kepler-606 b,Kepler-606,1,24.31575992,,1215.11,
Kepler-607 b,Kepler-607,1,0.6381632,,519.122,
Kepler-608 b,Kepler-608,1,6.41251504,,946.683,
Kepler-609 b,Kepler-609,1,6.52121067,,1065.82,
Kepler-61 b,Kepler-61,1,59.87756,273.0,335.079,
Kepler-610 b,Kepler-610,2,6.99692655,,845.824,
Kepler-610 c,Kepler-610,2,151.86392,,845.824,
Kepler-611 b,Kepler-611,1,2.4370333,,1395.56,
Kepler-612 b,Kepler-612,1,3.72215641,,1445.53,
Kepler-613 b,Kepler-613,1,15.77979614,,861.494,
Kepler-614 b,Kepler-614,1,14.03491514,,527.995,
Kepler-615 b,Kepler-615,1,10.35584657,,,
Kepler-616 b,Kepler-616,2,9.99761851,,945.775,
Kepler-616 c,Kepler-616,2,90.4113556,,945.775,
Kepler-617 b,Kepler-617,1,1.68269615,,173.354,
Kepler-618 b,Kepler-618,1,3.59576964,,1221.96,
Kepler-619 b,Kepler-619,2,5.4042722,,900.678,
Kepler-619 c,Kepler-619,2,1.20846503,,900.678,
Kepler-620 b,Kepler-620,1,12.91375431,,1355.28,
Kepler-621 b,Kepler-621,1,2.62811375,,,
Kepler-622 b,Kepler-622,1,14.28226676,,284.761,
Kepler-623 b,Kepler-623,1,9.07097734,,737.702,
Kepler-624 b,Kepler-624,1,14.58649607,,748.188,
Kepler-625 b,Kepler-625,2,7.75192492,,760.708,
Kepler-625 c,Kepler-625,2,4.1653651,,760.708,
Kepler-626 b,Kepler-626,1,14.48585199,,635.643,
Kepler-627 b,Kepler-627,1,40.6994443,,984.307,
Kepler-628 b,Kepler-628,1,15.4580567,,897.901,
Kepler-629 b,Kepler-629,1,7.2385854,,372.05,
Kepler-630 b,Kepler-630,1,161.4743937,,839.784,
Kepler-631 b,Kepler-631,1,17.97979059,,761.966,
Kepler-632 b,Kepler-632,1,30.99660733,,,
Kepler-633 b,Kepler-633,1,8.50340718,,680.54,
Kepler-634 b,Kepler-634,1,5.16950177,,888.027,
Kepler-635 b,Kepler-635,1,23.44971004,,1141.08,
Kepler-636 b,Kepler-636,1,16.08066115,,310.301,
Kepler-637 b,Kepler-637,1,23.20584623,,786.091,
Kepler-638 b,Kepler-638,1,6.07972888,,991.214,
Kepler-639 b,Kepler-639,1,10.21420496,,850.242,
Kepler-640 b,Kepler-640,1,22.24813967,,557.787,
Kepler-641 b,Kepler-641,1,9.48961571,,969.918,
Kepler-642 b,Kepler-642,1,4.41745855,,781.582,
Kepler-643 b,Kepler-643,1,16.33889626,,1063.58,
Kepler-644 b,Kepler-644,1,3.1739171,,1318.05,
Kepler-645 b,Kepler-645,1,3.27582262,,1173.57,
Kepler-646 b,Kepler-646,1,15.87364565,,451.794,
Kepler-647 b,Kepler-647,2,16.2254649,,1087.87,
Kepler-647 c,Kepler-647,2,29.6663,,1087.87,
Kepler-648 b,Kepler-648,1,17.4211749,,636.03,
Kepler-649 b,Kepler-649,1,29.90722674,,513.748,
Kepler-65 b,Kepler-65,4,2.15491,,303.728,
Kepler-65 c,Kepler-65,4,5.859944,,303.728,
Kepler-65 d,Kepler-65,4,8.13123,,303.728,
Kepler-650 b,Kepler-650,1,3.03214559,,884.378,
Kepler-651 b,Kepler-651,1,21.38521506,,509.408,
Kepler-652 b,Kepler-652,1,4.18200253,,394.55,
Kepler-653 b,Kepler-653,2,14.70748976,,595.634,
Kepler-653 c,Kepler-653,2,0.90037648,,595.634,
Kepler-654 b,Kepler-654,1,13.72465129,,974.124,
Kepler-655 b,Kepler-655,1,46.4063358,,752.562,
Kepler-656 b,Kepler-656,1,1.26025909,,890.352,
Kepler-657 b,Kepler-657,1,24.54350418,,1691.88,
Kepler-658 b,Kepler-658,1,1.28707676,,388.384,
Kepler-659 b,Kepler-659,1,17.671796,,722.64,
Kepler-66 b,Kepler-66,1,17.815815,,1202.96,
Kepler-660 b,Kepler-660,1,9.27358194,,568.431,
Kepler-661 b,Kepler-661,1,6.02930132,,534.788,
Kepler-662 b,Kepler-662,1,21.67697486,,815.637,
Kepler-663 b,Kepler-663,1,4.99678284,,1063.09,
Kepler-664 b,Kepler-664,1,2.52559332,,1210.12,
Kepler-665 b,Kepler-665,1,16.01310205,,612.838,
Kepler-666 b,Kepler-666,1,4.49876092,,1508.71,
Kepler-667 b,Kepler-667,1,41.43962808,,2302.45,
Kepler-668 b,Kepler-668,1,8.35390639,,784.618,
Kepler-669 b,Kepler-669,1,4.12554687,,2063.41,
Kepler-67 b,Kepler-67,1,15.7259,,1131.19,
Kepler-670 b,Kepler-670,1,2.81650485,,939.744,
Kepler-671 b,Kepler-671,1,4.28095859,,1168.26,
Kepler-672 b,Kepler-672,1,38.3774623,,1033.93,
Kepler-673 b,Kepler-673,1,3.72873109,,918.21,
Kepler-674 b,Kepler-674,1,2.24338185,,342.254,
Kepler-675 b,Kepler-675,1,2.33743801,,665.68,
Kepler-676 b,Kepler-676,1,11.59822172,,295.196,
Kepler-677 b,Kepler-677,1,6.57531678,,1954.08,
Kepler-678 b,Kepler-678,1,7.27503724,,1826.15,
Kepler-679 b,Kepler-679,1,12.39358604,,922.244,
Kepler-680 b,Kepler-680,1,3.68992629,,1492.48,
Kepler-681 b,Kepler-681,1,26.39435646,,686.923,
Kepler-682 b,Kepler-682,1,12.61190667,,1979.25,
Kepler-683 b,Kepler-683,1,2.53918318,,1023.07,
Kepler-684 b,Kepler-684,1,6.77030201,,1731.27,
Kepler-685 b,Kepler-685,1,1.6255222,,938.715,
Kepler-686 b,Kepler-686,1,1.59474546,,1490.94,
Kepler-687 b,Kepler-687,1,20.50586978,,633.66,
Kepler-688 b,Kepler-688,1,3.89593684,,1357.75,
Kepler-689 b,Kepler-689,1,22.36656079,,1131.73,
Kepler-69 b,Kepler-69,2,13.722341,779.0,730.625,
Kepler-69 c,Kepler-69,2,242.4613,299.0,730.625,
Kepler-690 b,Kepler-690,1,7.74809437,,1665.31,
Kepler-691 b,Kepler-691,1,8.114379,,279.115,
Kepler-692 b,Kepler-692,1,21.81293494,,991.336,
Kepler-693 b,Kepler-693,1,15.37563332,,1151.51,
Kepler-694 b,Kepler-694,1,6.36584161,,1023.06,
Kepler-695 b,Kepler-695,1,3.04033042,,842.947,
Kepler-696 b,Kepler-696,1,4.19042557,,1416.44,
Kepler-697 b,Kepler-697,1,3.70987065,,1277.33,
Kepler-698 b,Kepler-698,1,16.32976218,,1995.57,
Kepler-699 b,Kepler-699,1,27.80756293,,2089.7,
Kepler-700 b,Kepler-700,1,80.8720639,,1491.76,
Kepler-701 b,Kepler-701,1,10.35533177,,774.152,
Kepler-702 b,Kepler-702,1,10.52629406,,992.071,
Kepler-703 b,Kepler-703,1,4.58352176,,1156.83,
Kepler-704 b,Kepler-704,1,3.76182115,,1228.83,
Kepler-705 b,Kepler-705,1,56.0560538,,276.881,
Kepler-706 b,Kepler-706,1,41.40831347,,886.667,
Kepler-707 b,Kepler-707,1,2.23749275,,591.776,
Kepler-708 b,Kepler-708,1,3.16789194,,1394.22,
Kepler-709 b,Kepler-709,1,16.08524954,,664.843,
Kepler-710 b,Kepler-710,1,4.34728553,,1448.34,
Kepler-711 b,Kepler-711,1,23.58914398,,624.575,
Kepler-712 b,Kepler-712,2,21.02247699,,872.493,
Kepler-712 c,Kepler-712,2,226.89047,,872.493,
Kepler-713 b,Kepler-713,1,7.411141,,1089.87,
Kepler-714 b,Kepler-714,1,8.09888799,,2083.37,
Kepler-715 b,Kepler-715,1,10.00652995,,1327.44,
Kepler-716 b,Kepler-716,2,10.37168453,,635.009,
Kepler-716 c,Kepler-716,2,3.96999,,635.009,
Kepler-717 b,Kepler-717,1,4.40840023,,2805.48,
Kepler-718 b,Kepler-718,1,2.0523499,,1302.33,
Kepler-719 b,Kepler-719,1,5.00731778,,2497.51,
Kepler-720 b,Kepler-720,1,4.70832654,,1065.37,
Kepler-721 b,Kepler-721,1,5.39202539,,926.598,
Kepler-722 b,Kepler-722,2,4.09357325,,1239.5,
Kepler-722 c,Kepler-722,2,105.144749,,1239.5,
Kepler-723 b,Kepler-723,1,4.08227507,,1071.8,
Kepler-724 b,Kepler-724,1,3.31494634,,853.119,
Kepler-725 b,Kepler-725,1,39.64317811,,758.469,
Kepler-726 b,Kepler-726,1,21.80451088,,762.081,
Kepler-727 b,Kepler-727,1,5.15448442,,831.842,
Kepler-728 b,Kepler-728,1,5.74347727,,1765.23,
Kepler-729 b,Kepler-729,1,3.16635371,,1921.15,
Kepler-730 b,Kepler-730,2,6.49168281,1219.0,1935.04,
Kepler-730 c,Kepler-730,2,2.85188338,1607.0,1935.04,
Kepler-731 b,Kepler-731,1,3.85560355,,1257.16,
Kepler-732 b,Kepler-732,2,9.46781405,,174.826,
Kepler-732 c,Kepler-732,2,0.89304124,,174.826,
Kepler-733 b,Kepler-733,1,20.83424726,,916.706,
Kepler-734 b,Kepler-734,1,6.10485286,,1157.21,
Kepler-735 b,Kepler-735,1,11.51516988,,695.059,
Kepler-736 b,Kepler-736,1,3.60147201,,1005.43,
Kepler-737 b,Kepler-737,1,28.59915399,,205.118,
Kepler-738 b,Kepler-738,1,24.58721573,,1113.65,
Kepler-739 b,Kepler-739,1,12.53248465,,1370.65,
Kepler-740 b,Kepler-740,1,3.58410122,,1442.02,
Kepler-741 b,Kepler-741,1,7.03902374,,1661.87,
Kepler-742 b,Kepler-742,1,8.36086824,,489.253,
Kepler-743 b,Kepler-743,1,3.17926292,,278.987,
Kepler-744 b,Kepler-744,1,12.06222443,,449.964,
Kepler-745 b,Kepler-745,1,9.93143556,,1780.38,
Kepler-746 b,Kepler-746,1,3.48159251,,,
Kepler-747 b,Kepler-747,1,35.61760587,,3347.16,
Kepler-748 b,Kepler-748,1,7.40742793,,1705.99,
Kepler-749 b,Kepler-749,1,17.31716585,,721.027,
Kepler-750 b,Kepler-750,2,9.42887179,,1296.02,
Kepler-750 c,Kepler-750,2,4.08899022,,1296.02,
Kepler-751 b,Kepler-751,1,17.44490636,,760.43,
Kepler-752 b,Kepler-752,1,18.82747265,,1232.29,
Kepler-753 b,Kepler-753,1,5.74772501,,274.767,
Kepler-754 b,Kepler-754,1,14.5596237,,1770.27,
Kepler-755 b,Kepler-755,2,1.26909037,,399.034,
Kepler-755 c,Kepler-755,2,2.85313364,,399.034,
Kepler-756 b,Kepler-756,1,1.22486632,,,
Kepler-757 b,Kepler-757,1,1.02267882,,1068.68,
Kepler-758 b,Kepler-758,4,12.1097104,,1502.32,
Kepler-758 c,Kepler-758,4,4.75793986,,1502.32,
Kepler-758 d,Kepler-758,4,20.4966197,,1502.32,
Kepler-758 e,Kepler-758,4,8.1934719,,1502.32,
Kepler-759 b,Kepler-759,1,41.805985,,1073.48,
Kepler-760 b,Kepler-760,2,8.70419416,,792.336,
Kepler-760 c,Kepler-760,2,2.46697439,,792.336,
Kepler-761 b,Kepler-761,1,10.12804789,,830.707,
Kepler-762 b,Kepler-762,1,3.7705521,,1898.26,
Kepler-763 b,Kepler-763,1,1.19655156,,962.459,
Kepler-764 b,Kepler-764,1,7.33683936,,1047.84,
Kepler-765 b,Kepler-765,1,27.6655226,,1076.28,
Kepler-766 b,Kepler-766,1,6.10027804,,2297.62,
Kepler-767 b,Kepler-767,1,161.5280101,,2251.03,
Kepler-768 b,Kepler-768,1,11.3910025,,784.56,
Kepler-769 b,Kepler-769,2,7.42608998,,1169.57,
Kepler-769 c,Kepler-769,2,15.9870174,,1169.57,
Kepler-770 b,Kepler-770,3,18.92540274,,930.457,
Kepler-770 c,Kepler-770,3,1.47532231,,930.457,
Kepler-770 d,Kepler-770,3,4.15244722,,930.457,
Kepler-771 b,Kepler-771,1,8.73485836,,1393.85,
Kepler-772 b,Kepler-772,1,12.99207337,,1130.21,
Kepler-773 b,Kepler-773,1,3.74910006,,547.026,
Kepler-774 b,Kepler-774,1,11.0895723,,917.804,
Kepler-775 b,Kepler-775,1,0.97486893,,398.676,
Kepler-776 b,Kepler-776,1,4.89718784,,727.904,
Kepler-777 b,Kepler-777,1,5.72812599,,443.106,
Kepler-778 b,Kepler-778,1,3.75574426,,938.168,
Kepler-779 b,Kepler-779,1,7.09714223,,283.155,
Kepler-780 b,Kepler-780,1,0.67737516,,557.652,
Kepler-781 b,Kepler-781,1,13.2140732,,1064.47,
Kepler-782 b,Kepler-782,1,158.6853308,,446.844,
Kepler-783 b,Kepler-783,2,4.29264638,,516.09,
Kepler-783 c,Kepler-783,2,7.05395,,516.09,
Kepler-784 b,Kepler-784,1,31.5922646,,1303.72,
Kepler-785 b,Kepler-785,1,1.97376093,,642.051,
Kepler-786 b,Kepler-786,1,53.5293487,,485.318,
Kepler-787 b,Kepler-787,1,0.9283105,,503.568,
Kepler-788 b,Kepler-788,1,8.39846269,,1775.8,
Kepler-789 b,Kepler-789,1,8.63847725,,1480.16,
Kepler-790 b,Kepler-790,1,13.73469807,,703.168,
Kepler-791 b,Kepler-791,1,14.5539759,,1266.34,
Kepler-792 b,Kepler-792,1,11.30119217,,1425.47,
Kepler-793 b,Kepler-793,1,4.24153639,,985.699,
Kepler-794 b,Kepler-794,1,11.13125132,,931.192,
Kepler-795 b,Kepler-795,1,29.6193421,,492.122,
Kepler-796 b,Kepler-796,1,6.40087618,,817.584,
Kepler-797 b,Kepler-797,1,27.07237711,,1315.26,
Kepler-798 b,Kepler-798,1,13.71933369,,972.274,
Kepler-799 b,Kepler-799,1,133.4605235,,,
Kepler-80 f,Kepler-80,6,0.9867873,,369.451,
Kepler-80 g,Kepler-80,6,14.64558,418.0,369.451,
Kepler-800 b,Kepler-800,1,14.13176026,,1019.26,
Kepler-801 b,Kepler-801,1,11.41928253,,440.426,
Kepler-802 b,Kepler-802,1,40.0587473,,780.585,
Kepler-803 b,Kepler-803,1,50.28638192,,639.771,
Kepler-804 b,Kepler-804,2,14.37457351,,649.65,
Kepler-804 c,Kepler-804,2,9.65185017,,649.65,
Kepler-805 b,Kepler-805,1,30.8638931,,638.49,
Kepler-806 b,Kepler-806,1,8.09219642,,361.896,
Kepler-807 b,Kepler-807,1,117.9310878,,1492.95,
Kepler-808 b,Kepler-808,1,0.63133235,,,
Kepler-809 b,Kepler-809,1,55.63934,,961.405,
Kepler-81 b,Kepler-81,3,5.955,,348.291,
Kepler-81 c,Kepler-81,3,12.04,,348.291,
Kepler-81 d,Kepler-81,3,20.837846,,348.291,
Kepler-810 b,Kepler-810,1,4.59725385,,1458.59,
Kepler-811 b,Kepler-811,1,23.58447697,,985.041,
Kepler-812 b,Kepler-812,1,10.11716531,,1482.74,
Kepler-813 b,Kepler-813,1,19.12947337,,,
Kepler-814 b,Kepler-814,1,6.1469851,,2055.77,
Kepler-815 b,Kepler-815,1,8.57503552,,1259.28,
Kepler-816 b,Kepler-816,1,10.50682565,,983.697,
Kepler-817 b,Kepler-817,1,3.99010623,,1484.46,
Kepler-818 b,Kepler-818,1,10.03538581,,925.037,
Kepler-819 b,Kepler-819,1,33.1995648,,664.306,
Kepler-82 d,Kepler-82,5,2.382961,,904.326,
Kepler-82 e,Kepler-82,5,5.902206,,904.326,
Kepler-820 b,Kepler-820,1,127.8338098,,1387.2,
Kepler-821 b,Kepler-821,1,1.92279873,,614.571,
Kepler-822 b,Kepler-822,1,3.22296927,,860.391,
Kepler-823 b,Kepler-823,1,4.16809082,,1389.27,
Kepler-824 b,Kepler-824,1,4.51436633,,1201.4,
Kepler-825 b,Kepler-825,2,3.77360059,,807.85,
Kepler-825 c,Kepler-825,2,8.1818246,,807.85,
Kepler-826 b,Kepler-826,1,4.48758907,,779.596,
Kepler-827 b,Kepler-827,1,51.92927591,,2046.68,
Kepler-828 b,Kepler-828,1,0.56785714,,575.322,
Kepler-829 b,Kepler-829,1,6.88337562,,1073.76,
Kepler-83 b,Kepler-83,3,9.77,,400.409,
Kepler-83 c,Kepler-83,3,20.09,,400.409,
Kepler-83 d,Kepler-83,3,5.169796,,400.409,
Kepler-830 b,Kepler-830,1,11.29695137,,,
Kepler-831 b,Kepler-831,1,5.62153941,,593.54,
Kepler-832 b,Kepler-832,1,7.1396941,,1688.12,
Kepler-833 b,Kepler-833,1,18.7546998,,467.37,
Kepler-834 b,Kepler-834,1,13.32388301,,633.937,
Kepler-835 b,Kepler-835,1,11.41909375,,2406.33,
Kepler-836 b,Kepler-836,1,11.36112327,,980.035,
Kepler-837 b,Kepler-837,1,16.56059504,,901.907,
Kepler-838 b,Kepler-838,1,15.74957994,,1104.04,
Kepler-839 b,Kepler-839,1,37.8144514,,944.561,
Kepler-84 b,Kepler-84,5,8.726,,1023.9,
Kepler-84 c,Kepler-84,5,12.883,,1023.9,
Kepler-84 d,Kepler-84,5,4.224537,,1023.9,
Kepler-84 e,Kepler-84,5,27.434389,,1023.9,
Kepler-84 f,Kepler-84,5,44.552169,,1023.9,
Kepler-840 b,Kepler-840,1,2.49577962,,1122.19,
Kepler-841 b,Kepler-841,1,124.4198398,,998.961,
Kepler-842 b,Kepler-842,1,1.21956827,,532.726,
Kepler-843 b,Kepler-843,1,2.05387982,,1165.66,
Kepler-844 b,Kepler-844,1,2.61302086,,431.776,
Kepler-845 b,Kepler-845,1,0.92785982,,431.051,
Kepler-846 b,Kepler-846,1,19.80792185,,1127.12,
Kepler-847 b,Kepler-847,1,2.3432319,,513.103,
Kepler-848 b,Kepler-848,1,6.91134416,,1378.47,
Kepler-849 b,Kepler-849,1,394.6244904,,822.134,
Kepler-85 b,Kepler-85,4,8.306,,765.025,
Kepler-85 c,Kepler-85,4,12.513,,765.025,
Kepler-85 d,Kepler-85,4,17.91323,,765.025,
Kepler-85 e,Kepler-85,4,25.216751,,765.025,
Kepler-850 b,Kepler-850,1,7.19303878,,1661.28,
Kepler-851 b,Kepler-851,1,8.50699658,,839.255,
Kepler-852 b,Kepler-852,1,44.9309804,,1619.03,
Kepler-853 b,Kepler-853,1,7.16892463,,568.676,
Kepler-854 b,Kepler-854,1,2.14463285,,1397.04,
Kepler-855 b,Kepler-855,1,7.8866311,,1506.58,
Kepler-856 b,Kepler-856,1,8.02768059,,1351.17,
Kepler-857 b,Kepler-857,1,85.35129427,,983.502,
Kepler-858 b,Kepler-858,1,76.13602028,,298.532,
Kepler-859 b,Kepler-859,1,20.38177573,,839.903,
Kepler-860 b,Kepler-860,1,5.10137945,,1056.36,
Kepler-861 b,Kepler-861,1,3.94963138,,850.327,
Kepler-862 b,Kepler-862,1,3.14866453,,1039.03,
Kepler-863 b,Kepler-863,1,15.59461874,,1499.66,
Kepler-864 b,Kepler-864,1,5.83376092,,2022.9,
Kepler-865 b,Kepler-865,1,14.16399294,,586.137,
Kepler-866 b,Kepler-866,1,2.61703254,,646.667,
Kepler-867 b,Kepler-867,1,150.242127,,1195.54,
Kepler-868 b,Kepler-868,1,5.03251791,,1593.13,
Kepler-869 b,Kepler-869,1,40.4287755,,939.455,
Kepler-870 b,Kepler-870,1,21.3587621,,1259.46,
Kepler-871 b,Kepler-871,1,22.0459018,,1976.05,
Kepler-872 b,Kepler-872,1,2.57885507,,879.683,
Kepler-873 b,Kepler-873,1,20.5533844,,1182.22,
Kepler-874 b,Kepler-874,1,40.0686727,,1082.16,
Kepler-875 b,Kepler-875,1,27.5073799,,1242.62,
Kepler-876 b,Kepler-876,1,5.14438011,,820.913,
Kepler-877 b,Kepler-877,1,18.45847097,,602.176,
Kepler-878 b,Kepler-878,1,25.9422033,,791.625,
Kepler-879 b,Kepler-879,1,33.3855938,,802.672,
Kepler-880 b,Kepler-880,1,7.71468975,,601.324,
Kepler-881 b,Kepler-881,1,4.44448017,,1375.18,
Kepler-882 b,Kepler-882,1,3.98953967,,504.605,
Kepler-883 b,Kepler-883,1,12.98495573,,627.455,
Kepler-884 b,Kepler-884,1,5.69919514,,476.733,
